personDisplayName,firstName,middleName,lastName,jobTitle,company,bio,comments
"Anthony James, VP, products, Fortinet",Anthony,,James,"VP,products",Fortinet,,
"David Endler, senior director of security research, TippingPoint",David,,Endler,senior director of security research,TippingPoint,,
"Stacey Halota, VP, information security & privacy, The Washington Post Co.",Stacey,,Halota,"VP,information security & privacy",The Washington Post Co,,
"Robert Lentz, Department of Defense",Robert,,Lentz,,Department of Defense,,
"Phil Lieberman, CEO, Lieberman Software",Phil,,Lieberman,CEO,Lieberman Software,,
"Waheed Qureshi, chief technology officer, Zenprise",Waheed,,Qureshi,chief technology officer,Zenprise,,
"Anthony James, vice president of products, Fortinet",Anthony,,James,vice president of products,Fortinet,,
"Amichai Shulman, CTO, Imperva",Amichai,,Shulman,CTO,Imperva,,
"Paul Fletcher, chief software architect, Symantec Hosted Services",Paul,,Fletcher,chief software architect,Symantec Hosted Services,,
"Deb Hale, handler at the SANS Internet Storm Center and security administrator and abuse coordinator for a small ISP in the Midwest",Deb,,Hale,"handler,the SANS Internet Storm Center and security administrator and abuse coordinator",a small ISP in the Midwest,,
"Jerry Archer, SVP and CSO, Sallie Mae",Jerry,,Archer,SVP and CSO,Sallie Mae,,
"Sean Martin, imsmartin consulting",Sean,,Martin,,imsmartin consulting,,
"Jason Leung, senior product line manager for SMB security, Netgear",Jason,,Leung,"senior product line manager,SMB security",Netgear,,
"Michael Donnelly, application solutions architect, Sendmail",Michael,,Donnelly,application solutions architect,Sendmail,,
"Morey Haber, vice president of product management, eEye Digital Security",Morey,,Haber,vice president of product management,eEye Digital Security,,
"Gert Hansen, vice president of product management, Astaro",Gert,,Hansen,vice president of product management,Astaro,,
"Mark Menke, chief technology officer, Code Green Networks",Mark,,Menke,chief technology officer,Code Green Networks,,
"Joyce Brocaglia, Alta Associates",Joyce,,Brocaglia,,Alta Associates,,
"Jeff Sherwood, principal security strategist, H&R Block",Jeff,,Sherwood,principal security strategist,H&R Block,,
"Bill Mathews, CTO/co-founder, Hurricane Labs",Bill,,Mathews,CTO/co-founder,Hurricane Labs,,
"James MacDonald, network architect, Connect in Private",James,,MacDonald,network architect,Connect in Private,,
"Emeric Miszti, VP of customer enterprise information protection strategy, Verdasys",Emeric,,Miszti,VP of customer enterprise information protection strategy,Verdasys,,
"Bruce Rutherford, chairman, PCI Security Standards Council",Bruce,,Rutherford,chairman,PCI Security Standards Council,,
"Gunter Ollmann, vice president of research, Damballa",Gunter,,Ollmann,vice president of research,Damballa,,
"Martin Hack, executive vice president, NCP Engineering",Martin,,Hack,executive vice president,NCP Engineering,,
James Hale,James,,Hale,,,,
"Devin Anderson, product line manager for Security Suite, LANDesk",Devin,,Anderson,"product line manager,Security Suite",LANDesk,,
"Sang Lee, senior security analyst, AlertBoot",Sang,,Lee,senior security analyst,AlertBoot,,
"Rich Baich, principal, Deloitte & Touche LLP",Rich,,Baich,principal,Deloitte & Touche LLP,,
"Donald DeBolt, director of threat research, CA",Donald,,DeBolt,director of threat research,CA,,
"Michael Maloof, CTO, TriGeo Network Security",Michael,,Maloof,CTO,TriGeo Network Security,,
"Joe Gottlieb, CEO, SenSage",Joe,,Gottlieb,CEO,SenSage,,
"Rick Tracy, CTO and CSO, Telos Corp.",Rick,,Tracy,CTO and CSO,Telos Corp,,
Matthew Heller,Matthew,,Heller,,,,
"Maurice L. Hampton, information security & privacy services leader, Clark Schaefer Consulting",Maurice,L.,Hampton,information security & privacy services leader,Clark Schaefer Consulting,,
"Stephen Lee, principal product manager, Oracle",Stephen,,Lee,principal product manager,Oracle,,
"Philippe Neray, vice president of security strategy, Guardium(an IBM Company)",Philippe,,Neray,vice president of security strategy,Guardium(an IBM Company),,
Charles Jeter,Charles,,Jeter,,,,
Jeff Debrosse,Jeff,,Debrosse,,,,
"Peter Spier, senior risk management consultant, Fortex Technologies",Peter,,Spier,senior risk management consultant,Fortex Technologies,,
"Greg Hoglund, founder and CEO, HBGary",Greg,,Hoglund,founder and CEO,HBGary,,
"Sai Allavarpu, senior director of product marketing, Citrix Systems",Sai,,Allavarpu,senior director of product marketing,Citrix Systems,,
"Ajay Gupta, tech lead of engineering, AirTight Networks",Ajay,,Gupta,tech lead of engineering,AirTight Networks,,
"Eric Knapp, director of critical infrastructure markets, NitroSecurity",Eric,,Knapp,director of critical infrastructure markets,NitroSecurity,,
"Charles Jeter, cybercrime investigator, ESET",Charles,,Jeter,cybercrime investigator,ESET,,
"Martin Hack, EVP at NCP engineering",Martin,,Hack,EVP,NCP engineering,,
"David Rowe, CEO, NetVision",David,,Rowe,CEO,NetVision,,
"Claudia Böttcher, director of product management, Brainloop",Claudia,,Böttcher,director of product management,Brainloop,,
"Joyce Brocaglia, president & CEO, Alta Associates",Joyce,,Brocaglia,president & CEO,Alta Associates,,
"Gary McAlum, SVP & CSO, enterprise security group, USAA (United Services Automobile Association)",Gary,,McAlum,"SVP & CSO,enterprise security group",USAA (United Services Automobile Association),,
"Leo Castro Sr., solutions marketing manager, compliance management, Novell",Leo,,Castro Sr.,"solutions marketing manager,compliance management",Novell,,
"Michael Kalinichenko, founder and CEO, SafenSoft",Michael,,Kalinichenko,founder and CEO,SafenSoft,,
"Craig Spiezle, executive director and founder, the Online Trust Alliance",Craig,,Spiezle,executive director and founder,the Online Trust Alliance,,
Beth Schultz,Beth,,Schultz,,,,
"Colleen Kulhanek, director of marketing, Shavlik Technologies",Colleen,,Kulhanek,director of marketing,Shavlik Technologies,,
"Ulf Mattsson, CTO, Protegrity",Ulf,,Mattsson,CTO,Protegrity,,
"Randy Abrams, director of technical education, ESET LLC",Randy,,Abrams,director of technical education,ESET LLC,,
"Jonathan Gohstand, vice president, PacketMotion",Jonathan,,Gohstand,vice president,PacketMotion,,
"Ondrej Krehel, information security officer, Identity Theft 911",Ondrej,,Krehel,information security officer,Identity Theft 911,,
"Alex Thurber, VP, worldwide channel operations, McAfee",Alex,,Thurber,"VP,worldwide channel operations",McAfee,,
"Monica Antonie, IT procurement and budget manager, Museum of Modern Art",Monica,,Antonie,IT procurement and budget manager,Museum of Modern Art,,
"Chris Wysopal, CTO, Veracode",Chris,,Wysopal,CTO,Veracode,,
"H. Peter Felgentreff, president and CEO, NCP Engineering",H.,Peter,Felgentreff,president and CEO,NCP Engineering,,
"Philip Lieberman, CEO, Lieberman Software",Philip,,Lieberman,CEO,Lieberman Software,,
"Gretchen Hellman, vice president of marketing, Vormetric",Gretchen,,Hellman,vice president of marketing,Vormetric,,
"Jeff Debrosse, senior research director for ESET",Jeff,,Debrosse,senior research director,ESET,,
"Jose Diaz, director of technical and strategic business development at Thales e-Security",Jose,,Diaz,director of technical and strategic business development,Thales e-Security,,
"Mathieu Gorge, CEO and founder, VigiTrust",Mathieu,,Gorge,CEO and founder,VigiTrust,,
"Bill Carey, VP, marketing & business development, Siber Systems",Bill,,Carey,"VP,marketing & business development",Siber Systems,,
"Jeff Hajek, SVP of operations, Stonesoft",Jeff,,Hajek,SVP of operations,Stonesoft,,
"Michael Potters, CEO, Glenmont Group",Michael,,Potters,CEO,Glenmont Group,,
"Don DeBolt, director of threat research, CA Technologies",Don,,DeBolt,director of threat research,CA Technologies,,
"Stacey Halota, VP, information security and privacy, The Washington Post Co.",Stacey,,Halota,"VP,information security and privacy",The Washington Post Co,,
"Tim "TK" Keanini",Tim,,Keanini,,,,
"Kathleen Peters, general manager, Cellcrypt",Kathleen,,Peters,general manager,Cellcrypt,,
"Harry Sverdlove, CTO, Bit9",Harry,,Sverdlove,CTO,Bit9,,
"Elad Yoran, CEO and founder, Security Growth Partners",Elad,,Yoran,CEO and founder,Security Growth Partners,,
"Kathleen Kiernan, chair, InfraGard National Members Alliance",Kathleen,,Kiernan,chair,InfraGard National Members Alliance,,
"Mark Weatherford, VP and CSO, North American Electric Reliability Corp.",Mark,,Weatherford,VP and CSO,North American Electric Reliability Corp,,
"Bob Maley, CEO, Strategic CISO",Bob,,Maley,"CEO, Strategic CISO",,,
"Becky Bace, president and CEO, Infidel",Becky,,Bace,president and CEO,Infidel,,
"Andres Tabares, CISSP",Andres,,Tabares,CISSP,,,
"Ryan Berg, senior security architect, IBM",Ryan,,Berg,senior security architect,IBM,,
"Keith Ward, chairman, Transglobal Secure Collaboration Program",Keith,,Ward,chairman,Transglobal Secure Collaboration Program,,
"Jamie Sanbower, director of security solutions, Force 3",Jamie,,Sanbower,director of security solutions,Force 3,,
"Matthew Olney, research engineer on the vulnerability research team, Sourcefire",Matthew,,Olney,research engineer on the vulnerability research team,Sourcefire,,
"Jerry Archer, SVP & CSO, Sallie Mae",Jerry,,Archer,SVP & CSO,Sallie Mae,,
"Carl Herberger, vice president of information security and compliance services, Evolve IP",Carl,,Herberger,vice president of information security and compliance services,Evolve IP,,
"Patrick Sweeney, vice president of product management, SonicWALL",Patrick,,Sweeney,vice president of product management,SonicWALL,,
"Charles Jeter, EST cybercrime investigator",Charles,,Jeter,cybercrime investigator,EST ,,
"Lucius Lobo, director of security consulting, Tech Mahindra",Lucius,,Lobo,director of security consulting,Tech Mahindra,,
"Derek Manky, project manager, Fortinet Fortiguard Labs",Derek,,Manky,project manager,Fortinet Fortiguard Labs,,
"Jonathan Tomek, senior security engineer, Foreground Security",Jonathan,,Tomek,senior security engineer,Foreground Security,,
"Greg Oslan, CEO, Narus",Greg,,Oslan,CEO,Narus,,
"Joyce Brocaglia, CEO, Alta Associates",Joyce,,Brocaglia,CEO,Alta Associates,,
"Irfan Saif, principal at Deloitte & Touche",Irfan,,Saif,principal,Deloitte & Touche,,
"Ken Ammon, chief strategy officer, Xceedium",Ken,,Ammon,chief strategy officer,Xceedium,,
"Roman Yudkin, chief technology officer, Confident Technologies",Roman,,Yudkin,chief technology officer,Confident Technologies,,
"Steven Jones, director, information security, VP, Synovus Financial Corp.",Steven,,Jones,"director,information security,VP",Synovus Financial Corp,,
"Bryan Cline, CISO and director of information security at Catholic Health East",Bryan,,Cline,CISO and director of information security,Catholic Health East,,
"Ken Male, executive vice chairman and founder, TheInfoPro",Ken,,Male,executive vice chairman and founder,TheInfoPro,,
"Will Warrick, security evangelist, Protegrity",Will,,Warrick,security evangelist,Protegrity,,
"Charles Jeter, Cybercrime investigator",Charles,,Jeter,Cybercrime investigator,,,
"Brian Barnier, ISACA",Brian,,Barnier,,ISACA,,
"Derek Manky, Fortinet",Derek,,Manky,,Fortinet,,
"Peter Finke, adviser, New York Metro ISSA chapter",Peter,,Finke,adviser,New York Metro ISSA chapter,,
"John Vecchi, head of product marketing, Check Point Software Technologies",John,,Vecchi,head of product marketing,Check Point Software Technologies,,
"Michael Singer, executive director of security technology for AT&T Services",Michael,,Singer,executive director of security technology,AT&T Services,,
"Marc Maiffret, chief security architect, FireEye",Marc,,Maiffret,chief security architect,FireEye,,
"Sean Martin, owner and directing consultant at imsmartin consulting",Sean,,Martin,owner and directing consultant,imsmartin consulting,,
"Ward Spangenberg, director, security operations, Zynga",Ward,,Spangenberg,"director,security operations",Zynga,,
"Dave Greenstein, chief architect, StillSecure",Dave,,Greenstein,chief architect,StillSecure,,
"Eddy Willems, security evangelist, G Data Software",Eddy,,Willems,security evangelist,G Data Software,,
"Kimberly Kiefer Peretti, director of the Forensic Services practice, PricewaterhouseCoopers",Kimberly,Kiefer,Peretti,director of the Forensic Services practice,PricewaterhouseCoopers,,
"Tom Gillis, vice president and general manager, security technology business unit, Cisco",Tom,,Gillis,"vice president and general manager,security technology business unit",Cisco,,
"Enrique Salem, president and CEO, Symantec",Enrique,,Salem,president and CEO,Symantec,,
"Mike Denning, general manager, Security, CA Technologies",Mike,,Denning,"general manager,Security",CA Technologies,,
"Art Bowker, cybercrime specialist, Corrections",Art,,Bowker,"cybercrime specialist, Corrections",,,
"Anup Ghosh, founder and chief scientist, Invincea",Anup,,Ghosh,founder and chief scientist,Invincea,,
"Fares Alraie, software security specialist, Royal Bank of Canada",Fares,,Alraie,software security specialist,Royal Bank of Canada,,
"Randy Abrams, director of technical education, Cyber Threat Analysis Center, ESET",Randy,,Abrams,"director of technical education,Cyber Threat Analysis Center",ESET,,
"Jonathan Cattell, solutions manager, Airwide Solutions",Jonathan,,Cattell,solutions manager,Airwide Solutions,,
"Jeff Nielsen, VP of engineering, BeyondTrust",Jeff,,Nielsen,VP of engineering,BeyondTrust,,
"Michael Gabriel, director of the FLIGHT Data Protection Practice at Integralis",Michael,,Gabriel,director of the FLIGHT Data Protection Practice,Integralis,,
"Maurice Hampton, information security and privacy services leader, Clark Schaefer Consulting",Maurice,,Hampton,information security and privacy services leader,Clark Schaefer Consulting,,
"Frank Kenney, vice president of global strategy at Ipswitch File Transfer",Frank,,Kenney,vice president of global strategy,Ipswitch File Transfer,,
"Randy Abrams, director of technical education, Cyber Threat Analysis Center, ESET North America",Randy,,Abrams,"director of technical education,Cyber Threat Analysis Center",ESET North America,,
Brittaney Kiefer,Brittaney,,Kiefer,,,,
"Winn Schwartau, chairman, Mobile Active Defense",Winn,,Schwartau,chairman,Mobile Active Defense,,
"Larry Kovnat, product security manager, Xerox",Larry,,Kovnat,product security manager,Xerox,,
"Don DeBolt, director of threat research, CA Technologies ISBU",Don,,DeBolt,director of threat research,CA Technologies ISBU,,
"John Vecchi, head of product marketing, Check Point Software",John,,Vecchi,head of product marketing,Check Point Software,,
"Eduardo Perez, chairman, PCI Security Standards Council",Eduardo,,Perez,chairman,PCI Security Standards Council,,
"Israel Bryski, board member, N.Y. Metro ISSA chapter",Israel,,Bryski,board member,N.Y. Metro ISSA chapter,,
"David Harley, senior research fellow",David,,Harley,senior research fellow,,,
"Josh Goldfarb, principal security analyst, 21st Century Technologies",Josh,,Goldfarb,principal security analyst,21st Century Technologies,,
"Noa Bar Yosef, senior security strategist, Imperva",Noa,Bar,Yosef,senior security strategist,Imperva,,
